-0.03677216	-0.05007711	0.012516229	-0.026364315	-0.031857055	-0.09146168	0.026052013	0.040081494	-0.012785144	0.0045162314	-0.043373894	0.04561494	0.007987637	0.06441907	-0.020251252	0.02966265
-0.019753067	-0.038772006	0.009581509	-0.08792902	-0.02515555	-0.121123426	0.057927646	-0.01039883	0.04369255	0.06923099	-0.021506239	0.0012996712	-0.038591538	0.064779	0.0059034415	-0.039987464
-0.024364112	-0.020692566	-0.06727631	-0.013525827	-0.04542634	-0.14443307	0.046410326	-0.0031506936	0.012843355	0.09202443	0.021287218	0.05089485	0.035612363	0.033030093	-0.00075904536	-0.07663711
0.041404743	-0.047710948	-0.040891647	-0.0049651954	-0.060544524	-0.09387646	0.08518717	-0.002420193	-0.034926288	0.011896527	-0.008739049	-0.014985249	0.05133078	0.043121606	0.033990677	0.021545554
-0.041759413	-0.026411109	-0.041046917	0.024874523	-0.014674275	-0.1138526	0.0057977294	-0.0035006814	0.0013277333	0.06591905	-0.019614236	-0.024792794	0.0077590384	0.009086871	0.04873637	0.031816002
0.031146426	0.025225606	-0.012797119	-0.024415107	-0.047476925	-0.071130626	0.026004108	-0.012218757	0.050334852	0.03273571	-0.015669396	-0.06088025	-0.028765116	-0.007466511	-0.014849695	-0.056522038
-0.009021979	-0.043535117	-0.04555115	-0.009466992	0.03144663	-0.105659954	0.026277643	-0.01909862	0.026157767	0.054970358	-0.044500027	-0.05146215	0.0017204954	0.10608911	0.036720496	-0.053910524
0.0061318474	-0.08337334	0.041424908	-0.033722147	-0.040235806	-0.07518111	0.09990986	0.020027291	0.03447695	0.040858857	-0.023530262	-0.038969737	0.029081095	0.041872602	-0.0107229	-0.01225883
-0.021457192	0.014253639	-0.025890093	-0.02964531	-0.009192262	-0.08264375	0.07723181	0.018254211	-0.06622797	0.0351253	-0.0050437176	-0.06806462	-0.028581766	0.0076818354	-0.036780033	-9.908676e-05
-0.0032893643	-0.004749584	-0.009098523	-0.031772852	-0.037663653	-0.14465542	0.065228984	-0.1011515	0.000822727	0.06590397	0.02433716	0.015661167	-0.0041513266	0.03577207	-0.033214495	-0.035582546
0.007495451	-0.080850415	-0.011365834	-0.080951065	-0.016943783	-0.13136417	-0.12111903	0.010670006	-0.002996936	0.01796452	-0.04488493	0.103933774	-0.06762344	0.0031265768	0.030219426	-0.010349629
-0.03727041	-0.07212038	0.026230894	-0.03275679	0.04290881	-0.20146123	-0.033721402	0.03195241	0.005597775	0.05559091	-0.02572586	0.008597065	-0.020892292	-0.028911866	0.026718156	-0.041057795
0.0008217633	-0.019767094	-0.079778075	-0.0074963416	-0.055286553	-0.056615636	0.13389996	0.051494054	-0.026014846	0.026096037	-0.07606826	-0.007419392	-0.07232583	-0.003868193	0.03664216	-0.01100344
0.042456016	-0.034206845	0.008137776	-0.08046237	0.031542003	-0.023406709	0.030062413	0.031135455	0.06840001	0.056717355	-0.07738689	-0.09168724	0.0029202728	-0.062451303	0.0843716	-0.023358796
0.0004274686	-0.0901277	0.0032432685	-0.02165146	-0.0032341224	-0.06768197	0.023279147	-0.013517245	-0.03545969	0.05257891	-0.03979897	0.025411999	0.03558839	0.107664905	0.04606448	-0.016366456
-0.019277338	-0.10217849	0.027045995	-0.05472047	-0.058827665	-0.1398148	-0.034849923	0.071281776	-0.033079352	0.023479212	-0.011619618	-0.012087807	-0.095616885	0.024931157	0.027416432	0.033787217
-0.0108322995	-0.018084923	0.055315748	-0.07367596	0.001675205	-0.0267613	0.00826752	0.007790067	-0.009786713	0.06027441	-0.028779367	0.02355675	0.06308303	-0.0024604043	0.05389485	-0.059875924
0.03955784	-0.047012914	0.0224915	-0.044637345	-0.015975334	-0.06128342	0.050610635	0.043296777	0.077948146	0.06438594	-0.034510553	0.00077212154	-0.03841488	-0.010953935	0.03172705	-0.05381408
-0.030612338	-0.016291752	0.041317783	0.07741389	-0.027997432	-0.006792407	0.003179888	0.0058483733	-0.0038121103	0.019438516	-0.027643703	0.028680338	-0.0055750213	0.06026645	0.11411402	-0.030968474
-0.076688305	-0.078567505	-0.056369226	0.01042919	-0.07353412	-0.13183323	0.00404311	-0.028538408	-0.026188277	0.05880553	0.020563615	-0.0661251	0.0102738775	0.044277813	0.042429045	-0.091945924
0.03684483	0.030180078	-0.013034029	-0.08470991	-0.026200483	0.05417676	0.1102374	0.030235423	0.03506786	0.087323	-0.037738048	-0.04031635	0.06013857	0.02484769	-0.04209015	0.003996276
